"data.race","data.income"
"47640","black","$25000 or more"
"47641","black","$15000 - 19999"
"47642","black","$20000 - 24999"
"47643","white","$25000 or more"
"47644","black","$25000 or more"
"47645","white","$25000 or more"
"47646","black","$15000 - 19999"
"47649","other","$25000 or more"
"47650","other","$25000 or more"
"47651","white","$25000 or more"
"47652","white","$25000 or more"
"47653","white","$25000 or more"
"47654","white","$25000 or more"
"47655","white","$25000 or more"
"47656","white","$25000 or more"
"47657","white","$25000 or more"
"47658","black","$25000 or more"
"47659","white","$15000 - 19999"
"47661","white","$25000 or more"
"47662","black","$25000 or more"
"47663","white","$25000 or more"
"47664","white","$25000 or more"
"47665","white","$25000 or more"
"47666","black","$25000 or more"
"47667","white","$25000 or more"
"47668","other","$25000 or more"
"47669","other","$20000 - 24999"
"47670","other","$25000 or more"
"47671","black","$25000 or more"
"47672","white","$25000 or more"
"47673","black","$25000 or more"
"47674","other","$25000 or more"
"47675","white","$25000 or more"
"47676","white","$25000 or more"
"47677","other","$25000 or more"
"47678","black","$15000 - 19999"
"47679","white","$25000 or more"
"47680","black","$25000 or more"
"47681","white","$25000 or more"
"47682","other","$25000 or more"
"47683","white","$25000 or more"
"47684","white","$25000 or more"
"47685","white","$25000 or more"
"47686","white","$25000 or more"
"47687","white","$25000 or more"
"47688","white","$25000 or more"
"47690","black","$15000 - 19999"
"47691","black","$25000 or more"
"47693","white","$25000 or more"
"47694","white","$25000 or more"
"47695","white","$20000 - 24999"
"47696","white","$25000 or more"
"47697","white","$25000 or more"
"47698","white","$3000 to 3999"
"47699","white","$25000 or more"
"47700","black","$25000 or more"
"47701","white","$25000 or more"
"47702","other","$10000 - 14999"
"47703","black","$15000 - 19999"
"47704","white","$20000 - 24999"
"47705","white","$25000 or more"
"47706","other","$10000 - 14999"
"47707","white","$25000 or more"
"47708","white","$25000 or more"
"47709","white","$15000 - 19999"
"47710","white","$20000 - 24999"
"47711","white","$25000 or more"
"47712","other","$25000 or more"
"47713","white","$25000 or more"
"47714","white","$25000 or more"
"47715","white","$25000 or more"
"47716","white","$25000 or more"
"47717","other","$25000 or more"
"47718","white","$25000 or more"
"47719","white","$25000 or more"
"47720","white","lt $1000"
"47721","white","$25000 or more"
"47722","white","$25000 or more"
"47723","white","$25000 or more"
"47724","white","$25000 or more"
"47725","white","$25000 or more"
"47726","white","$10000 - 14999"
"47727","white","$25000 or more"
"47728","white","$25000 or more"
"47730","white","$25000 or more"
"47731","white","$25000 or more"
"47732","white","$25000 or more"
"47733","white","$25000 or more"
"47735","white","$25000 or more"
"47736","white","$25000 or more"
"47737","white","$25000 or more"
"47738","white","$25000 or more"
"47739","other","$20000 - 24999"
"47740","white","$25000 or more"
"47741","white","$25000 or more"
"47742","white","$25000 or more"
"47743","white","$25000 or more"
"47744","white","$7000 to 7999"
"47745","white","$25000 or more"
"47746","white","$25000 or more"
"47747","other","$25000 or more"
"47748","white","$20000 - 24999"
"47749","black","$10000 - 14999"
"47750","white","$25000 or more"
"47752","white","$25000 or more"
"47753","white","$25000 or more"
"47754","white","$10000 - 14999"
"47755","white","$25000 or more"
"47756","white","$6000 to 6999"
"47757","black","$25000 or more"
"47758","white","$25000 or more"
"47759","white","$25000 or more"
"47760","white","$20000 - 24999"
"47761","white","$20000 - 24999"
"47762","white","$25000 or more"
"47763","white","$25000 or more"
"47764","other","$25000 or more"
"47765","white","$8000 to 9999"
"47767","other","$25000 or more"
"47768","white","$25000 or more"
"47769","white","$20000 - 24999"
"47772","white","$25000 or more"
"47774","white","$25000 or more"
"47776","white","$15000 - 19999"
"47777","white","$25000 or more"
"47778","white","$25000 or more"
"47779","white","$25000 or more"
"47780","white","$25000 or more"
"47781","white","$25000 or more"
"47782","white","$25000 or more"
"47784","white","$25000 or more"
"47785","white","$25000 or more"
"47786","white","$25000 or more"
"47787","white","$25000 or more"
"47788","white","$25000 or more"
"47789","white","$25000 or more"
"47790","white","$25000 or more"
"47791","white","$25000 or more"
"47792","other","$25000 or more"
"47793","white","$25000 or more"
"47794","black","$4000 to 4999"
"47795","white","$25000 or more"
"47796","white","$8000 to 9999"
"47797","white","$25000 or more"
"47798","white","$25000 or more"
"47799","white","$25000 or more"
"47800","white","$25000 or more"
"47801","white","$25000 or more"
"47802","white","$25000 or more"
"47803","white","$25000 or more"
"47804","white","$20000 - 24999"
"47805","black","$20000 - 24999"
"47806","white","$10000 - 14999"
"47807","white","$25000 or more"
"47808","white","$10000 - 14999"
"47810","white","$25000 or more"
"47811","white","$25000 or more"
"47812","white","$25000 or more"
"47813","white","$25000 or more"
"47814","white","$25000 or more"
"47815","white","$25000 or more"
"47816","white","$25000 or more"
"47817","white","$25000 or more"
"47818","white","$25000 or more"
"47819","white","$25000 or more"
"47820","black","$8000 to 9999"
"47821","white","$25000 or more"
"47822","black","$10000 - 14999"
"47823","black","$25000 or more"
"47824","white","$15000 - 19999"
"47825","other","$15000 - 19999"
"47826","white","$25000 or more"
"47827","black","$25000 or more"
"47828","other","$25000 or more"
"47829","white","$25000 or more"
"47830","white","$25000 or more"
"47832","black","$10000 - 14999"
"47833","white","$20000 - 24999"
"47834","white","$20000 - 24999"
"47835","white","$7000 to 7999"
"47836","black","$25000 or more"
"47837","white","$25000 or more"
"47838","white","$15000 - 19999"
"47839","white","$25000 or more"
"47840","white","$25000 or more"
"47841","white","$10000 - 14999"
"47842","white","$25000 or more"
"47843","white","$25000 or more"
"47844","black","$10000 - 14999"
"47845","white","$25000 or more"
"47846","white","$25000 or more"
"47847","white","$15000 - 19999"
"47848","black","$10000 - 14999"
"47849","black","$8000 to 9999"
"47850","white","$25000 or more"
"47851","white","$25000 or more"
"47852","white","$20000 - 24999"
"47853","white","$25000 or more"
"47854","white","$25000 or more"
"47855","other","$25000 or more"
"47856","white","$25000 or more"
"47857","white","$25000 or more"
"47858","black","$25000 or more"
"47859","black","$15000 - 19999"
"47860","black","$20000 - 24999"
"47861","black","$25000 or more"
"47862","black","$15000 - 19999"
"47863","other","$25000 or more"
"47864","black","$25000 or more"
"47865","other","$25000 or more"
"47866","other","$25000 or more"
"47867","white","$25000 or more"
"47868","white","$25000 or more"
"47869","white","$25000 or more"
"47870","white","$25000 or more"
"47871","white","$25000 or more"
"47872","white","$25000 or more"
"47873","white","$25000 or more"
"47874","white","$25000 or more"
"47875","white","$25000 or more"
"47877","white","$20000 - 24999"
"47878","white","$25000 or more"
"47879","white","$25000 or more"
"47880","white","$10000 - 14999"
"47881","white","$25000 or more"
"47882","white","$25000 or more"
"47883","white","$15000 - 19999"
"47884","white","$15000 - 19999"
"47885","white","$25000 or more"
"47886","white","$25000 or more"
"47887","white","$25000 or more"
"47888","white","$25000 or more"
"47889","white","$25000 or more"
"47890","white","$25000 or more"
"47891","white","$20000 - 24999"
"47892","white","$25000 or more"
"47893","white","$25000 or more"
"47894","white","$25000 or more"
"47896","white","$25000 or more"
"47897","white","$25000 or more"
"47898","white","$25000 or more"
"47899","white","$25000 or more"
"47900","white","$20000 - 24999"
"47902","white","$25000 or more"
"47903","white","$5000 to 5999"
"47906","other","$25000 or more"
"47907","other","$25000 or more"
"47908","white","$25000 or more"
"47910","white","$25000 or more"
"47911","white","$25000 or more"
"47912","white","$25000 or more"
"47913","white","$25000 or more"
"47914","white","$25000 or more"
"47915","white","$25000 or more"
"47916","white","$25000 or more"
"47918","white","$15000 - 19999"
"47920","white","$25000 or more"
"47922","white","$25000 or more"
"47923","white","$25000 or more"
"47925","white","$25000 or more"
"47926","white","$25000 or more"
"47927","white","$25000 or more"
"47928","white","$25000 or more"
"47929","white","$25000 or more"
"47930","white","$25000 or more"
"47931","black","$8000 to 9999"
"47932","black","$25000 or more"
"47933","black","$25000 or more"
"47934","black","$25000 or more"
"47935","black","$25000 or more"
"47936","black","$20000 - 24999"
"47937","black","$25000 or more"
"47938","black","$25000 or more"
"47939","white","$25000 or more"
"47940","white","$25000 or more"
"47941","white","$25000 or more"
"47942","white","$25000 or more"
"47943","white","$25000 or more"
"47944","white","$25000 or more"
"47945","white","$25000 or more"
"47946","white","$25000 or more"
"47948","white","$25000 or more"
"47949","white","$25000 or more"
"47950","white","$25000 or more"
"47951","white","$25000 or more"
"47953","white","$20000 - 24999"
"47954","white","$20000 - 24999"
"47956","other","$25000 or more"
"47957","other","$25000 or more"
"47958","white","$25000 or more"
"47959","white","$25000 or more"
"47961","other","$25000 or more"
"47962","other","$25000 or more"
"47964","other","$25000 or more"
"47965","other","$25000 or more"
"47966","other","$6000 to 6999"
"47967","other","$25000 or more"
"47968","other","$25000 or more"
"47969","other","$15000 - 19999"
"47970","white","$25000 or more"
"47971","white","$15000 - 19999"
"47972","white","$5000 to 5999"
"47974","other","$25000 or more"
"47975","white","$25000 or more"
"47976","other","$25000 or more"
"47977","other","$25000 or more"
"47978","other","$25000 or more"
"47979","white","$25000 or more"
"47980","white","$25000 or more"
"47981","white","$25000 or more"
"47982","white","$25000 or more"
"47984","white","$25000 or more"
"47985","white","$25000 or more"
"47986","white","$25000 or more"
"47987","white","$25000 or more"
"47988","white","$25000 or more"
"47989","white","$25000 or more"
"47992","white","$25000 or more"
"47993","white","$25000 or more"
"47995","white","$25000 or more"
"47997","white","$25000 or more"
"47998","white","$25000 or more"
"47999","white","$25000 or more"
"48000","white","$25000 or more"
"48002","white","$25000 or more"
"48003","white","$25000 or more"
"48004","black","$25000 or more"
"48005","white","$25000 or more"
"48006","white","$25000 or more"
"48007","white","$25000 or more"
"48008","black","$25000 or more"
"48009","black","$25000 or more"
"48010","black","$25000 or more"
"48011","white","$25000 or more"
"48012","white","$20000 - 24999"
"48013","white","$25000 or more"
"48014","white","$25000 or more"
"48015","black","$10000 - 14999"
"48016","black","$25000 or more"
"48018","black","$7000 to 7999"
"48019","black","$25000 or more"
"48020","black","$25000 or more"
"48021","black","$10000 - 14999"
"48023","black","$4000 to 4999"
"48024","other","$25000 or more"
"48025","other","$20000 - 24999"
"48026","white","$10000 - 14999"
"48028","other","$20000 - 24999"
"48029","other","$25000 or more"
"48030","white","$25000 or more"
"48031","other","$25000 or more"
"48033","other","lt $1000"
"48034","black","$20000 - 24999"
"48035","other","$25000 or more"
"48036","other","$25000 or more"
"48037","white","$25000 or more"
"48038","white","$25000 or more"
"48039","white","$25000 or more"
"48040","white","$25000 or more"
"48041","white","$25000 or more"
"48042","black","$25000 or more"
"48043","other","$8000 to 9999"
"48044","other","$25000 or more"
"48045","white","$25000 or more"
"48046","white","$25000 or more"
"48048","white","$25000 or more"
"48050","white","$25000 or more"
"48051","white","$25000 or more"
"48053","white","$25000 or more"
"48054","white","$25000 or more"
"48055","white","$25000 or more"
"48056","black","$25000 or more"
"48058","white","$25000 or more"
"48059","white","$25000 or more"
"48060","white","$25000 or more"
"48061","white","$25000 or more"
"48064","white","$25000 or more"
"48065","white","$25000 or more"
"48066","white","$7000 to 7999"
"48067","white","$20000 - 24999"
"48068","white","$4000 to 4999"
"48069","other","$15000 - 19999"
"48070","white","$25000 or more"
"48071","white","$10000 - 14999"
"48072","black","$3000 to 3999"
"48073","other","$10000 - 14999"
"48074","white","$25000 or more"
"48075","white","$25000 or more"
"48076","white","$25000 or more"
"48077","white","$25000 or more"
"48078","white","$25000 or more"
"48080","white","$25000 or more"
"48081","white","$25000 or more"
"48082","white","$25000 or more"
"48083","white","$25000 or more"
"48084","white","$15000 - 19999"
"48085","white","$25000 or more"
"48086","other","$25000 or more"
"48089","other","$15000 - 19999"
"48090","white","$25000 or more"
"48091","other","$25000 or more"
"48092","white","$15000 - 19999"
"48093","black","$25000 or more"
"48095","white","$25000 or more"
"48096","white","$25000 or more"
"48098","white","$25000 or more"
"48099","white","$25000 or more"
"48101","white","$25000 or more"
"48102","white","$25000 or more"
"48103","other","$25000 or more"
"48104","white","$20000 - 24999"
"48105","white","$25000 or more"
"48108","white","$25000 or more"
"48109","white","$25000 or more"
"48110","white","$20000 - 24999"
"48113","white","$10000 - 14999"
"48114","white","$25000 or more"
"48115","white","$25000 or more"
"48116","white","$25000 or more"
"48117","white","$25000 or more"
"48118","white","$25000 or more"
"48119","white","$25000 or more"
"48120","white","$10000 - 14999"
"48121","white","$25000 or more"
"48122","white","$10000 - 14999"
"48123","black","$4000 to 4999"
"48124","white","$25000 or more"
"48125","white","$25000 or more"
"48126","black","$25000 or more"
"48127","black","$25000 or more"
"48128","white","$25000 or more"
"48129","white","$25000 or more"
"48130","white","$25000 or more"
"48131","white","$25000 or more"
"48132","white","$15000 - 19999"
"48133","white","$25000 or more"
"48134","white","$25000 or more"
"48135","white","$25000 or more"
"48136","white","$25000 or more"
"48137","white","$25000 or more"
"48138","white","$10000 - 14999"
"48139","white","$25000 or more"
"48140","white","$25000 or more"
"48141","white","$25000 or more"
"48142","white","$25000 or more"
"48144","white","$15000 - 19999"
"48145","white","$10000 - 14999"
"48146","white","$8000 to 9999"
"48147","white","$25000 or more"
"48148","white","$25000 or more"
"48149","white","$25000 or more"
"48150","white","$25000 or more"
"48151","white","$25000 or more"
"48152","other","$5000 to 5999"
"48153","other","$15000 - 19999"
"48154","white","$15000 - 19999"
"48155","other","$25000 or more"
"48156","white","lt $1000"
"48157","other","$7000 to 7999"
"48158","white","$15000 - 19999"
"48159","white","$25000 or more"
"48160","white","$25000 or more"
"48161","white","$25000 or more"
"48162","white","$25000 or more"
"48164","white","$25000 or more"
"48165","other","$20000 - 24999"
"48166","white","$25000 or more"
"48167","white","$25000 or more"
"48168","white","$25000 or more"
"48169","white","$25000 or more"
"48170","white","$25000 or more"
"48171","black","$25000 or more"
"48172","white","$25000 or more"
"48173","white","$25000 or more"
"48174","white","$25000 or more"
"48175","white","$25000 or more"
"48176","white","$25000 or more"
"48177","white","$25000 or more"
"48178","other","$10000 - 14999"
"48179","white","$25000 or more"
"48180","white","$25000 or more"
"48181","other","$25000 or more"
"48182","white","$25000 or more"
"48183","white","$25000 or more"
"48184","white","$25000 or more"
"48185","white","$8000 to 9999"
"48186","white","$25000 or more"
"48187","white","$8000 to 9999"
"48188","white","$25000 or more"
"48189","white","$15000 - 19999"
"48190","white","$10000 - 14999"
"48191","black","$10000 - 14999"
"48192","black","$25000 or more"
"48193","black","$4000 to 4999"
"48194","black","$20000 - 24999"
"48195","black","$15000 - 19999"
"48196","other","lt $1000"
"48197","black","$15000 - 19999"
"48198","white","$10000 - 14999"
"48199","white","$25000 or more"
"48200","white","$1000 to 2999"
"48202","white","$8000 to 9999"
"48203","white","$25000 or more"
"48204","white","$25000 or more"
"48205","white","$7000 to 7999"
"48206","black","$10000 - 14999"
"48207","white","$25000 or more"
"48208","white","$25000 or more"
"48209","white","$25000 or more"
"48210","white","$25000 or more"
"48211","white","$25000 or more"
"48212","white","$25000 or more"
"48215","white","$25000 or more"
"48216","white","$25000 or more"
"48217","white","$25000 or more"
"48218","white","$25000 or more"
"48219","white","$20000 - 24999"
"48220","white","$15000 - 19999"
"48221","white","$25000 or more"
"48223","other","$25000 or more"
"48224","black","$25000 or more"
"48225","other","$7000 to 7999"
"48226","white","$8000 to 9999"
"48227","other","$8000 to 9999"
"48228","other","$7000 to 7999"
"48229","other","$10000 - 14999"
"48230","other","$10000 - 14999"
"48231","other","$25000 or more"
"48232","white","$15000 - 19999"
"48235","white","$25000 or more"
"48236","white","$25000 or more"
"48237","white","$25000 or more"
"48239","white","$25000 or more"
"48240","white","$25000 or more"
"48241","white","$8000 to 9999"
"48242","white","$25000 or more"
"48243","white","$25000 or more"
"48244","white","$25000 or more"
"48245","white","$20000 - 24999"
"48246","white","$25000 or more"
"48247","white","$25000 or more"
"48248","white","$25000 or more"
"48249","white","$25000 or more"
"48250","white","$25000 or more"
"48251","white","$25000 or more"
"48252","white","$10000 - 14999"
"48253","white","$25000 or more"
"48254","white","$15000 - 19999"
"48255","white","$25000 or more"
"48256","white","$20000 - 24999"
"48257","white","$25000 or more"
"48258","white","$25000 or more"
"48259","white","$25000 or more"
"48260","white","$25000 or more"
"48261","white","$25000 or more"
"48262","white","$25000 or more"
"48263","white","$25000 or more"
"48264","white","$25000 or more"
"48265","white","$25000 or more"
"48266","white","$25000 or more"
"48268","white","$25000 or more"
"48269","white","$25000 or more"
"48270","white","$25000 or more"
"48271","white","$25000 or more"
"48272","white","$25000 or more"
"48273","white","$15000 - 19999"
"48274","white","$5000 to 5999"
"48275","white","$7000 to 7999"
"48276","white","$25000 or more"
"48277","white","$25000 or more"
"48278","black","$1000 to 2999"
"48279","white","$25000 or more"
"48280","white","$15000 - 19999"
"48281","other","$10000 - 14999"
"48282","white","$15000 - 19999"
"48283","white","$15000 - 19999"
"48284","white","$25000 or more"
"48285","white","$25000 or more"
"48286","white","$6000 to 6999"
"48287","white","$3000 to 3999"
"48288","white","$25000 or more"
"48289","white","$25000 or more"
"48290","white","$25000 or more"
"48291","white","$25000 or more"
"48292","black","$3000 to 3999"
"48293","white","$25000 or more"
"48294","white","$25000 or more"
"48295","white","$20000 - 24999"
"48296","white","$25000 or more"
"48297","white","$15000 - 19999"
"48298","white","$10000 - 14999"
"48299","white","$25000 or more"
"48300","white","$25000 or more"
"48301","white","$25000 or more"
"48302","white","$25000 or more"
"48303","white","$25000 or more"
"48304","white","$25000 or more"
"48305","white","$25000 or more"
"48306","white","$20000 - 24999"
"48307","white","$25000 or more"
"48308","white","$25000 or more"
"48309","white","$25000 or more"
"48310","white","$25000 or more"
"48311","white","$10000 - 14999"
"48312","white","$25000 or more"
"48313","white","$10000 - 14999"
"48314","white","$25000 or more"
"48315","white","$20000 - 24999"
"48316","white","$25000 or more"
"48317","white","$25000 or more"
"48318","white","$25000 or more"
"48319","white","$25000 or more"
"48321","white","$25000 or more"
"48322","white","$25000 or more"
"48323","white","$25000 or more"
"48324","white","$25000 or more"
"48325","white","$25000 or more"
"48326","white","$15000 - 19999"
"48327","white","$8000 to 9999"
"48328","black","$25000 or more"
"48329","white","$10000 - 14999"
"48330","white","$25000 or more"
"48332","white","$25000 or more"
"48333","white","$25000 or more"
"48334","white","$25000 or more"
"48336","white","$15000 - 19999"
"48337","black","$25000 or more"
"48338","other","$15000 - 19999"
"48339","black","$25000 or more"
"48340","white","$20000 - 24999"
"48341","white","$20000 - 24999"
"48342","white","$20000 - 24999"
"48343","white","$10000 - 14999"
"48344","white","$3000 to 3999"
"48345","white","$25000 or more"
"48346","white","$25000 or more"
"48347","white","$25000 or more"
"48349","white","$25000 or more"
"48350","white","$25000 or more"
"48351","white","$15000 - 19999"
"48352","white","$25000 or more"
"48353","white","$20000 - 24999"
"48354","white","$7000 to 7999"
"48355","black","lt $1000"
"48356","white","$25000 or more"
"48357","white","$10000 - 14999"
"48358","white","$25000 or more"
"48359","white","$25000 or more"
"48360","white","$20000 - 24999"
"48361","white","$5000 to 5999"
"48362","white","$25000 or more"
"48363","black","$25000 or more"
"48364","black","$25000 or more"
"48365","white","$25000 or more"
"48366","white","$10000 - 14999"
"48367","white","$25000 or more"
"48368","white","$25000 or more"
"48369","black","$25000 or more"
"48370","white","$25000 or more"
"48371","white","$20000 - 24999"
"48372","white","$25000 or more"
"48373","white","$20000 - 24999"
"48375","white","$25000 or more"
"48376","white","$25000 or more"
"48377","white","$25000 or more"
"48378","white","$25000 or more"
"48379","white","$25000 or more"
"48380","white","$10000 - 14999"
"48381","white","$25000 or more"
"48382","white","$10000 - 14999"
"48383","black","$10000 - 14999"
"48384","white","$25000 or more"
"48385","white","$25000 or more"
"48386","white","$25000 or more"
"48387","white","$25000 or more"
"48388","white","$8000 to 9999"
"48389","white","$25000 or more"
"48390","white","$25000 or more"
"48391","white","$10000 - 14999"
"48392","white","$25000 or more"
"48393","white","$25000 or more"
"48394","white","$25000 or more"
"48395","white","$15000 - 19999"
"48396","white","$25000 or more"
"48397","white","$25000 or more"
"48399","white","$25000 or more"
"48400","white","$25000 or more"
"48401","white","$25000 or more"
"48402","white","$25000 or more"
"48403","white","$25000 or more"
"48405","white","$25000 or more"
"48407","white","$25000 or more"
"48408","white","$1000 to 2999"
"48409","white","$20000 - 24999"
"48411","white","$25000 or more"
"48412","white","$25000 or more"
"48414","white","$25000 or more"
"48415","white","$25000 or more"
"48416","white","$25000 or more"
"48417","white","$25000 or more"
"48419","white","$15000 - 19999"
"48420","white","$25000 or more"
"48421","white","$25000 or more"
"48423","white","$25000 or more"
"48424","white","$15000 - 19999"
"48426","other","$25000 or more"
"48427","white","$25000 or more"
"48428","white","$8000 to 9999"
"48431","other","$3000 to 3999"
"48433","white","$25000 or more"
"48435","white","$25000 or more"
"48436","black","$25000 or more"
"48438","white","$25000 or more"
"48439","other","$25000 or more"
"48440","white","$20000 - 24999"
"48441","white","$25000 or more"
"48442","black","$10000 - 14999"
"48443","white","$25000 or more"
"48444","white","$25000 or more"
"48445","white","$25000 or more"
"48446","white","$25000 or more"
"48447","other","$20000 - 24999"
"48448","white","$25000 or more"
"48450","black","$25000 or more"
"48451","white","$25000 or more"
"48452","white","$25000 or more"
"48453","other","$20000 - 24999"
"48454","other","$6000 to 6999"
"48455","white","$10000 - 14999"
"48456","white","$15000 - 19999"
"48457","white","$25000 or more"
"48458","white","$20000 - 24999"
"48459","other","$20000 - 24999"
"48460","black","$25000 or more"
"48462","white","$25000 or more"
"48463","white","$25000 or more"
"48464","white","$25000 or more"
"48466","white","$25000 or more"
"48467","white","$25000 or more"
"48469","white","$10000 - 14999"
"48470","black","$25000 or more"
"48471","white","$25000 or more"
"48473","white","$25000 or more"
"48474","white","$25000 or more"
"48476","white","$25000 or more"
"48477","white","$25000 or more"
"48478","white","$25000 or more"
"48480","white","$25000 or more"
"48481","white","$25000 or more"
"48484","white","$25000 or more"
"48485","white","$25000 or more"
"48486","white","$20000 - 24999"
"48487","white","$25000 or more"
"48488","other","$25000 or more"
"48489","white","$25000 or more"
"48490","white","$25000 or more"
"48491","white","$25000 or more"
"48492","white","$25000 or more"
"48493","white","$25000 or more"
"48494","white","$25000 or more"
"48495","white","$25000 or more"
"48496","white","$25000 or more"
"48497","white","$25000 or more"
"48498","white","$25000 or more"
"48499","white","$25000 or more"
"48500","white","$25000 or more"
"48501","white","$25000 or more"
"48502","white","$25000 or more"
"48503","white","$25000 or more"
"48504","white","$25000 or more"
"48505","white","$25000 or more"
"48506","white","$25000 or more"
"48507","white","$25000 or more"
"48508","white","$25000 or more"
"48509","white","$25000 or more"
"48511","white","$25000 or more"
"48512","white","$25000 or more"
"48513","white","$15000 - 19999"
"48514","white","$25000 or more"
"48515","white","$25000 or more"
"48516","white","$25000 or more"
"48517","white","$25000 or more"
"48518","white","$25000 or more"
"48519","white","$25000 or more"
"48520","white","$25000 or more"
"48521","white","$25000 or more"
"48522","white","$25000 or more"
"48523","white","$25000 or more"
"48524","white","$25000 or more"
"48525","white","$25000 or more"
"48526","white","$25000 or more"
"48527","white","$25000 or more"
"48528","white","$25000 or more"
"48529","white","$25000 or more"
"48530","white","$25000 or more"
"48531","white","$25000 or more"
"48532","white","$25000 or more"
"48533","white","$10000 - 14999"
"48535","other","$25000 or more"
"48536","white","$20000 - 24999"
"48537","white","$8000 to 9999"
"48538","white","$25000 or more"
"48539","white","$10000 - 14999"
"48540","white","$25000 or more"
"48541","other","$20000 - 24999"
"48542","white","$25000 or more"
"48543","white","$10000 - 14999"
"48544","white","$4000 to 4999"
"48545","other","$15000 - 19999"
"48546","other","$25000 or more"
"48547","white","$15000 - 19999"
"48548","white","$15000 - 19999"
"48549","white","$8000 to 9999"
"48550","white","$15000 - 19999"
"48551","white","$8000 to 9999"
"48552","white","$6000 to 6999"
"48553","white","$25000 or more"
"48554","other","$25000 or more"
"48555","black","$10000 - 14999"
"48556","white","$25000 or more"
"48558","white","$25000 or more"
"48559","white","$15000 - 19999"
"48560","white","$25000 or more"
"48561","white","$25000 or more"
"48562","white","$25000 or more"
"48563","white","$25000 or more"
"48564","white","$25000 or more"
"48565","white","$25000 or more"
"48566","white","$10000 - 14999"
"48567","white","$5000 to 5999"
"48569","white","$25000 or more"
"48570","white","$25000 or more"
"48571","white","$25000 or more"
"48573","white","$25000 or more"
"48574","white","$25000 or more"
"48576","white","$25000 or more"
"48577","white","$25000 or more"
"48578","white","$25000 or more"
"48579","white","$20000 - 24999"
"48580","white","$15000 - 19999"
"48581","white","$25000 or more"
"48582","white","$25000 or more"
"48583","white","$25000 or more"
"48584","white","$25000 or more"
"48585","white","$25000 or more"
"48586","white","$25000 or more"
"48587","white","$25000 or more"
"48588","white","$25000 or more"
"48589","black","$25000 or more"
"48590","white","$25000 or more"
"48591","white","$25000 or more"
"48592","white","$25000 or more"
"48593","white","$25000 or more"
"48594","white","$25000 or more"
"48595","white","$25000 or more"
"48596","white","$25000 or more"
"48597","white","$25000 or more"
"48599","white","$25000 or more"
"48600","white","$25000 or more"
"48601","other","$25000 or more"
"48602","white","$25000 or more"
"48603","black","$25000 or more"
"48604","white","$25000 or more"
"48605","white","$25000 or more"
"48606","white","$25000 or more"
"48607","other","$25000 or more"
"48608","white","$25000 or more"
"48609","white","$25000 or more"
"48610","white","$25000 or more"
"48611","white","$25000 or more"
"48613","white","$25000 or more"
"48614","white","$25000 or more"
"48615","white","$25000 or more"
"48616","white","$25000 or more"
"48618","white","$25000 or more"
"48619","white","$15000 - 19999"
"48620","white","$25000 or more"
"48621","other","$25000 or more"
"48622","white","$10000 - 14999"
"48624","white","$8000 to 9999"
"48625","black","$20000 - 24999"
"48626","black","$25000 or more"
"48628","black","$1000 to 2999"
"48631","white","$25000 or more"
"48632","white","$25000 or more"
"48633","white","$25000 or more"
"48634","white","$25000 or more"
"48635","white","$25000 or more"
"48637","white","$25000 or more"
"48638","white","$20000 - 24999"
"48639","white","$15000 - 19999"
"48640","white","$25000 or more"
"48641","white","$25000 or more"
"48642","white","$25000 or more"
"48643","white","$25000 or more"
"48644","white","$25000 or more"
"48645","white","$25000 or more"
"48646","other","$25000 or more"
"48647","white","$15000 - 19999"
"48648","white","$15000 - 19999"
"48649","white","$25000 or more"
"48650","white","$15000 - 19999"
"48651","white","$25000 or more"
"48652","white","$25000 or more"
"48653","other","$15000 - 19999"
"48654","other","$25000 or more"
"48655","white","$25000 or more"
"48656","white","$25000 or more"
"48657","white","$25000 or more"
"48658","white","$25000 or more"
"48660","white","$25000 or more"
"48661","white","$25000 or more"
"48662","white","$25000 or more"
"48664","white","$25000 or more"
"48666","white","$25000 or more"
"48667","white","$25000 or more"
"48669","white","$25000 or more"
"48670","white","$15000 - 19999"
"48671","white","$25000 or more"
"48672","white","$25000 or more"
"48673","white","$25000 or more"
"48674","white","$25000 or more"
"48675","white","$25000 or more"
"48676","white","$25000 or more"
"48678","white","$25000 or more"
"48679","white","$25000 or more"
"48681","white","$7000 to 7999"
"48682","white","$15000 - 19999"
"48683","white","$25000 or more"
"48684","white","$20000 - 24999"
"48685","white","$25000 or more"
"48686","white","$1000 to 2999"
"48687","white","$8000 to 9999"
"48688","black","$25000 or more"
"48689","black","$25000 or more"
"48691","other","$25000 or more"
"48692","black","$20000 - 24999"
"48693","other","$3000 to 3999"
"48694","white","$25000 or more"
"48695","white","$10000 - 14999"
"48696","white","$15000 - 19999"
"48697","white","$25000 or more"
"48698","black","$25000 or more"
"48699","other","$25000 or more"
"48700","white","$25000 or more"
"48701","white","$25000 or more"
"48703","black","$25000 or more"
"48705","white","$25000 or more"
"48706","white","$25000 or more"
"48707","white","$10000 - 14999"
"48708","white","$25000 or more"
"48709","other","$25000 or more"
"48710","white","$8000 to 9999"
"48711","white","$25000 or more"
"48712","white","$25000 or more"
"48713","white","$25000 or more"
"48714","black","$8000 to 9999"
"48715","white","$25000 or more"
"48716","white","$25000 or more"
"48717","white","$25000 or more"
"48718","white","$25000 or more"
"48720","white","$25000 or more"
"48721","white","$25000 or more"
"48722","white","$25000 or more"
"48725","white","$25000 or more"
